Date,VIX,FED_RATE,BOND_VOL
2003-01-31,31.170000076293945,1.1480000019073486,9.580012675389225
2003-02-03,31.020000457763672,1.1519999504089355,9.569637593051656
2003-02-04,32.7599983215332,1.1469999551773071,9.54163674027662
2003-02-05,33.040000915527344,1.1469999551773071,10.126671813027428
2003-02-06,33.349998474121094,1.1419999599456787,10.359715555590109
2003-02-07,34.0099983215332,1.1369999647140503,7.137984537959138
2003-02-10,33.9900016784668,1.149999976158142,7.8098572040440395
2003-02-11,33.68000030517578,1.1519999504089355,7.833273767852843
2003-02-12,34.33000183105469,1.149999976158142,7.834354507003106
2003-02-13,33.70000076293945,1.1469999551773071,7.870089771173809
2003-02-14,32.619998931884766,1.1510000228881836,8.635074736152088
2003-02-18,31.110000610351562,1.1549999713897705,8.50409995125599
2003-02-19,31.309999465942383,1.156999945640564,8.596038489189102
2003-02-20,31.15999984741211,1.156999945640564,8.51566556469731
2003-02-21,30.25,1.1670000553131104,8.606081484149499
2003-02-24,31.979999542236328,1.1720000505447388,8.519371724741138
2003-02-25,31.739999771118164,1.1749999523162842,8.477050515599716
2003-02-26,31.940000534057617,1.1820000410079956,8.72137506749696
2003-02-27,30.530000686645508,1.1820000410079956,8.337335222699899
2003-02-28,29.6299991607666,1.1749999523162842,8.244530010110903
2003-03-03,30.43000030517578,1.1720000505447388,8.236309805486382
2003-03-04,31.829999923706055,1.1649999618530273,8.242945265555889
2003-03-05,30.3799991607666,1.1519999504089355,8.20070789233021
2003-03-06,31.3700008392334,1.1469999551773071,7.573143013812723
2003-03-07,31.079999923706055,1.097000002861023,7.225168650963522
2003-03-10,33.310001373291016,1.059999942779541,7.3394433652268125
2003-03-11,33.61000061035156,1.062000036239624,6.728133236449768
2003-03-12,33.5099983215332,1.0670000314712524,6.704394409962373
2003-03-13,31.760000228881836,1.1019999980926514,9.868780225747333
2003-03-14,30.979999542236328,1.1030000448226929,9.838793921271378
2003-03-17,31.75,1.1169999837875366,10.342720085705315
2003-03-18,30.43000030517578,1.125,10.961852412295938
2003-03-19,31.540000915527344,1.1349999904632568,10.996803924145443
2003-03-20,30.440000534057617,1.1369999647140503,10.909227133468196
2003-03-21,28.670000076293945,1.156999945640564,11.73504205283242
2003-03-24,30.389999389648438,1.1549999713897705,13.045308222874615
2003-03-25,28.75,1.1519999504089355,12.903504557841892
2003-03-26,28.229999542236328,1.1490000486373901,12.62672969637006
2003-03-27,27.959999084472656,1.1319999694824219,12.603323205729074
2003-03-28,27.75,1.1109999418258667,12.365441399831512
2003-03-31,29.149999618530273,1.090000033378601,13.366929820395415
2003-04-01,28.360000610351562,1.0950000286102295,13.376998397998468
2003-04-02,28.020000457763672,1.1019999980926514,13.689178220247166
2003-04-03,28.209999084472656,1.0870000123977661,13.66610361473562
2003-04-04,29.1299991607666,1.0820000171661377,13.552248506529205
2003-04-07,28.450000762939453,1.1319999694824219,13.303751458789078
2003-04-08,27.1299991607666,1.1269999742507935,13.785134155291928
2003-04-09,27.110000610351562,1.1100000143051147,13.753675498900597
2003-04-10,25.600000381469727,1.1169999837875366,12.320315203416223
2003-04-11,24.440000534057617,1.1469999551773071,12.123964823470851
2003-04-14,23.40999984741211,1.156999945640564,11.465459227051841
2003-04-15,22.559999465942383,1.159999966621399,11.191279064651361
2003-04-16,22.520000457763672,1.1469999551773071,10.936910635518093
2003-04-17,21.5,1.1469999551773071,10.91432314449136
2003-04-21,21.950000762939453,1.1519999504089355,9.578163177246195
2003-04-22,20.700000762939453,1.1519999504089355,7.890183535221991
2003-04-23,20.799999237060547,1.1469999551773071,7.88778880799336
2003-04-24,20.329999923706055,1.128999948501587,8.42487860943668
2003-04-25,20.799999237060547,1.1169999837875366,8.43735802388952
2003-04-28,20.84000015258789,1.1119999885559082,8.47075258906126
2003-04-29,20.760000228881836,1.1169999837875366,7.147097749351144
2003-04-30,21.209999084472656,1.1009999513626099,7.756449347942944
2003-05-01,21.59000015258789,1.0770000219345093,6.560386552391187
2003-05-02,20.6299991607666,1.0959999561309814,7.294321506952489
2003-05-05,21.1299991607666,1.0920000076293945,7.31932859040417
2003-05-06,20.799999237060547,1.0800000429153442,7.303840192929853
2003-05-07,21.0,1.0870000123977661,7.817108544984788
2003-05-08,21.239999771118164,1.0670000314712524,7.808914853194135
2003-05-09,19.690000534057617,1.0820000171661377,7.438422997625123
2003-05-12,19.520000457763672,1.0670000314712524,7.4501698768991815
2003-05-13,19.90999984741211,1.062000036239624,7.193937982357164
2003-05-14,20.0,1.0369999408721924,8.441299514380104
2003-05-15,19.239999771118164,1.0299999713897705,8.434426839711252
2003-05-16,18.399999618530273,1.0219999551773071,8.537639746271491
2003-05-19,20.510000228881836,1.0169999599456787,8.657623552080498
2003-05-20,21.290000915527344,1.0,9.41049016763704
2003-05-21,21.209999084472656,1.0470000505447388,9.504708497316173
2003-05-22,19.780000686645508,1.0499999523162842,9.496436708299171
2003-05-23,19.170000076293945,1.0549999475479126,9.490516675318153
2003-05-27,19.989999771118164,1.062999963760376,12.198820750252356
2003-05-28,20.030000686645508,1.0870000123977661,12.199385851462598
2003-05-29,20.43000030517578,1.0750000476837158,12.166296843956271
2003-05-30,19.469999313354492,1.0850000381469727,12.2655953399457
2003-06-02,20.850000381469727,1.1019999980926514,12.205578996723128
2003-06-03,20.84000015258789,1.062000036239624,12.307948019365684
2003-06-04,20.6200008392334,1.0219999551773071,12.291268356227302
2003-06-05,20.829999923706055,1.0169999599456787,12.444526300092768
2003-06-06,21.25,1.0269999504089355,12.455167717213449
2003-06-09,22.149999618530273,1.0069999694824219,12.544728855999379
2003-06-10,20.639999389648438,0.9570000171661377,12.923670173272336
2003-06-11,20.209999084472656,0.9100000262260437,13.002223355859972
2003-06-12,20.40999984741211,0.8920000195503235,12.282662606817656
2003-06-13,20.65999984741211,0.8330000042915344,12.383555966806984
2003-06-16,20.219999313354492,0.8370000123977661,12.924850234212185
2003-06-17,20.010000228881836,0.8669999837875366,13.248366179560408
2003-06-18,19.760000228881836,0.8619999885559082,13.156539850883975
2003-06-19,19.799999237060547,0.7919999957084656,13.173649335229937
2003-06-20,19.139999389648438,0.8069999814033508,12.788296513962315
2003-06-23,20.579999923706055,0.8199999928474426,12.962961647634854
2003-06-24,20.75,0.800000011920929,11.631466949028432
2003-06-25,20.809999465942383,0.8970000147819519,13.053534528190575
2003-06-26,19.399999618530273,0.875,13.473214021973615
2003-06-27,19.15999984741211,0.8420000076293945,13.50064996467794
2003-06-30,19.520000457763672,0.8379999995231628,13.43804658798134
2003-07-01,19.459999084472656,0.8679999709129333,13.131695749732645
2003-07-02,19.030000686645508,0.847000002861023,13.113459592532168
2003-07-03,19.389999389648438,0.8420000076293945,13.742648784971848
2003-07-07,20.059999465942383,0.8619999885559082,13.706781040369714
2003-07-08,19.479999542236328,0.8849999904632568,13.368742740124343
2003-07-09,18.93000030517578,0.8700000047683716,12.467298769357582
2003-07-10,19.190000534057617,0.8629999756813049,12.486051026799993
2003-07-11,18.469999313354492,0.8659999966621399,12.186967397143281
2003-07-14,19.59000015258789,0.8669999837875366,12.000248711592839
2003-07-15,19.549999237060547,0.8880000114440918,13.769048131822698
2003-07-16,19.760000228881836,0.8820000290870667,14.158232963614983
2003-07-17,20.219999313354492,0.8709999918937683,13.752690330010752
2003-07-18,19.110000610351562,0.8769999742507935,13.750945286519986
2003-07-21,19.780000686645508,0.8870000243186951,15.153397451486494
2003-07-22,19.170000076293945,0.9020000100135803,15.062095714979714
2003-07-23,18.639999389648438,0.8920000195503235,14.501404058900988
2003-07-24,18.600000381469727,0.9010000228881836,13.962556567163698
2003-07-25,17.75,0.9020000100135803,13.527505382620635
2003-07-28,18.360000610351562,0.9369999766349792,13.969823200347692
2003-07-29,18.670000076293945,0.9570000171661377,13.954774578259837
2003-07-30,18.850000381469727,0.9470000267028809,15.108558874186123
2003-07-31,19.489999771118164,0.9269999861717224,15.339230660653735
2003-08-01,20.75,0.9179999828338623,15.003709225449894
2003-08-04,21.270000457763672,0.9369999766349792,15.668535997751079
2003-08-05,22.68000030517578,0.9350000023841858,16.009447143147852
2003-08-06,21.5,0.921999990940094,18.004365793551013
2003-08-07,20.260000228881836,0.9200000166893005,18.182888319008402
2003-08-08,19.59000015258789,0.9269999861717224,17.928744664017923
2003-08-11,19.75,0.9259999990463257,17.7081680067536
2003-08-12,17.940000534057617,0.9269999861717224,16.08669171987745
2003-08-13,18.770000457763672,0.9269999861717224,16.82134518575798
2003-08-14,18.469999313354492,0.9350000023841858,17.505256368836328
2003-08-15,18.270000457763672,0.9269999861717224,17.52458494595407
2003-08-18,18.18000030517578,0.9369999766349792,16.337370282649346
2003-08-19,17.860000610351562,0.9369999766349792,17.305546418830623
2003-08-20,17.81999969482422,0.9369999766349792,17.274671379270806
2003-08-21,17.84000015258789,0.9459999799728394,17.074531196032112
2003-08-22,18.549999237060547,0.9509999752044678,17.18942538250343
2003-08-25,19.530000686645508,0.972000002861023,16.759626297506635
2003-08-26,19.489999771118164,0.9769999980926514,16.29584746323866
2003-08-27,19.1299991607666,0.9769999980926514,15.848939651759112
